Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Cost_Was_Negative,Age_Group,Age_Risk,Downtime_Risk,Failure_Risk,Cost_Risk,Risk_Score,Health_Score,Risk_Category
MD04644,CT Scanner,06-01-2017,8,CardioSync,Model-450,Japan,9642.42,8.16,2,2,2,System performance degraded due to data lag; mitigation via component upgrade. minor issue system check passed,True,6-8 Years,63.63636363636363,23.583743842364534,16.666666666666664,33.29087194229719,31.460570268441522,68.53942973155847,Medium Risk
MD02215,CT Scanner,01-10-2014,11,MedEquip,Model-200,USA,5824.06,4.38,5,0,1,software crash caused operational delay; software patch initiated. quick fix system check passed,False,9+ Years,90.9090909090909,11.945812807881774,0.0,19.38184617077056,25.641931258336825,74.35806874166317,Low Risk
MD05074,Defibrillator,03-09-2014,11,ImagingTech,Model-650,Italy,7011.0,28.32,4,2,3,Component system reset after detecting abnormal sound; functionality restored. data loss critical failure,False,9+ Years,90.9090909090909,85.65270935960592,16.666666666666664,23.70547700946985,53.61872639159393,46.38127360840607,High Risk
MD02287,X-Ray Machine,06-10-2021,4,ImagingTech,Model-200,USA,15916.21,7.87,2,1,2,Routine check completed; software crash observed during diagnostics. minor issue system check passed,False,3-5 Years,27.27272727272727,22.69088669950739,8.333333333333332,56.144219137204445,25.99065529183856,74.00934470816144,Low Risk
MD03976,Infusion Pump,29-03-2022,3,CardioSync,Model-550,USA,7953.57,2.73,1,0,1,Component component upgrade after detecting battery wear; functionality restored. reboot failed emergency shutdown,False,3-5 Years,18.181818181818183,6.86576354679803,0.0,27.138948557848696,11.123882411972787,88.87611758802721,Low Risk
MD05373,X-Ray Machine,26-02-2017,8,ScanPro,Model-250,Canada,2958.85,3.25,1,2,1,data lag caused operational delay; replacement initiated. data loss high priority failure,False,6-8 Years,63.63636363636363,8.466748768472907,16.666666666666664,8.944831397193468,22.05626363725329,77.9437363627467,Low Risk
MD00441,X-Ray Machine,25-11-2013,12,MedEquip,Model-250,Canada,6707.96,1.36,2,1,1,Routine check completed; sensor misalignment observed during diagnostics. reboot failed critical failure,False,9+ Years,100.0,2.6477832512315276,8.333333333333332,22.601602264866557,27.81465542834277,72.18534457165723,Medium Risk
MD05388,X-Ray Machine,23-05-2022,3,MedEquip,Model-650,France,13158.57,11.58,3,2,2,Component inspection after detecting abnormal sound; functionality restored. software reset minor issue,False,3-5 Years,18.181818181818183,34.11330049261084,16.666666666666664,46.09904638539668,28.09016306122622,71.90983693877378,Medium Risk
MD02680,PET Scanner,02-09-2020,5,CardioSync,Model-350,USA,2636.09,3.28,1,1,1,Routine check completed; battery wear observed during diagnostics. reviewed logs driver update applied,False,3-5 Years,36.36363636363637,8.559113300492612,8.333333333333332,7.769123198380908,13.894285902551237,86.10571409744877,Low Risk
MD01148,CT Scanner,02-11-2017,8,ImagingTech,Model-200,Canada,22071.81,19.33,3,2,3,Component software patch after detecting abnormal sound; functionality restored. critical failure urgent inspection needed,False,6-8 Years,63.63636363636363,57.974137931034484,16.666666666666664,78.56703915396803,50.832921937376675,49.167078062623325,High Risk
MD01582,X-Ray Machine,15-07-2015,10,UltraMed,Model-500,UK,7445.21,7.71,3,1,1,Component component upgrade after detecting voltage spike; functionality restored. reviewed logs device required inspection,False,9+ Years,81.81818181818183,22.198275862068968,8.333333333333332,25.287160790007718,30.5805512802586,69.4194487197414,Medium Risk
MD01618,CT Scanner,04-03-2020,5,UltraMed,Model-550,Italy,17449.67,22.28,5,5,3,abnormal sound caused operational delay; system reset initiated. critical failure urgent inspection needed,False,3-5 Years,36.36363636363637,67.05665024630542,41.66666666666667,61.73010801609623,52.23574394983815,47.76425605016185,High Risk
MD03572,X-Ray Machine,19-12-2019,6,MedEquip,Model-350,Canada,7706.44,5.9,4,0,1,Component firmware update after detecting abnormal sound; functionality restored. reviewed logs driver update applied,False,6-8 Years,45.45454545454545,16.6256157635468,0.0,26.238735498075034,19.32634091958814,80.67365908041185,Low Risk
MD02598,Infusion Pump,17-09-2023,2,CardioSync,Model-650,Italy,4693.56,7.32,3,0,1,System performance degraded due to software crash; mitigation via inspection. software reset stable condition,False,0-2 Years,9.090909090909092,20.99753694581281,0.0,15.263807632049526,11.170204428335566,88.82979557166443,Low Risk
MD05310,Infusion Pump,22-03-2016,9,RescueTech,Model-650,Italy,15489.07,14.92,1,8,3,Component replacement after detecting data lag; functionality restored. component issue moderate delay,False,9+ Years,72.72727272727273,44.396551724137936,66.66666666666666,54.58828903421523,58.78207786953897,41.21792213046103,High Risk
MD01808,MRI Scanner,22-06-2022,3,ScanPro,Model-400,UK,8273.43,7.79,3,1,1,System performance degraded due to overheating; mitigation via firmware update. reboot failed emergency shutdown,True,3-5 Years,18.181818181818183,22.444581280788178,8.333333333333332,28.304093013395192,18.53055662327913,81.46944337672087,Low Risk
MD00876,X-Ray Machine,01-06-2021,4,UltraMed,Model-650,Italy,1744.74,5.94,1,1,1,voltage spike caused operational delay; recalibration initiated. sensor replaced critical failure,False,3-5 Years,27.27272727272727,16.748768472906406,8.333333333333332,4.522229212101387,13.883621838837652,86.11637816116234,Low Risk
MD02361,CT Scanner,07-04-2021,4,RescueTech,Model-500,Japan,1178.24,4.69,5,2,1,Routine check completed; sensor misalignment observed during diagnostics. minor issue temporary glitch,False,3-5 Years,27.27272727272727,12.900246305418722,16.666666666666664,2.4586566051261842,14.816350667196305,85.1836493328037,Low Risk
MD00804,Defibrillator,08-09-2013,12,ScanPro,Model-200,Canada,6706.01,14.2,1,3,2,circuit failure caused operational delay; inspection initiated. log cleaned routine reset,False,9+ Years,100.0,42.179802955665025,25.0,22.59449905818765,44.67284069833704,55.32715930166296,Medium Risk
MD00055,Infusion Pump,24-08-2016,9,ImagingTech,Model-100,USA,2692.12,1.62,3,1,1,Routine check completed; voltage spike observed during diagnostics. moderate delay average severity report,False,9+ Years,72.72727272727273,3.448275862068966,8.333333333333332,7.973222003621544,19.674581704799547,80.32541829520045,Low Risk
MD04458,Infusion Pump,20-06-2015,10,MedEquip,Model-350,UK,11593.91,12.97,4,1,2,circuit failure caused operational delay; component upgrade initiated. critical failure emergency shutdown,False,9+ Years,81.81818181818183,38.39285714285715,8.333333333333332,40.39950619964236,38.46139474642199,61.53860525357801,Medium Risk
MD02699,PET Scanner,13-05-2023,2,UltraMed,Model-350,Italy,8795.37,12.02,2,2,2,Routine check completed; voltage spike observed during diagnostics. reboot failed emergency shutdown,False,0-2 Years,9.090909090909092,35.467980295566505,16.666666666666664,30.20534824108211,23.49964555506819,76.50035444493182,Low Risk
MD02599,Defibrillator,21-04-2013,12,ImagingTech,Model-550,Canada,873.24,4.69,2,0,1,Component system reset after detecting abnormal sound; functionality restored. sensor replaced sensor replacement,False,9+ Years,100.0,12.900246305418722,0.0,1.3476422271430648,24.139602337054228,75.86039766294577,Low Risk
MD03322,PET Scanner,09-02-2014,11,RescueTech,Model-500,Canada,25132.19,24.56,5,1,3,System performance degraded due to overheating; mitigation via software patch. software reset system check passed,False,9+ Years,90.9090909090909,74.07635467980296,8.333333333333332,89.71499384935156,60.847723355629384,39.152276644370616,High Risk
MD05302,MRI Scanner,29-09-2014,11,ImagingTech,Model-500,Canada,14496.98,10.67,2,1,2,System performance degraded due to battery wear; mitigation via firmware update. critical failure high priority failure,False,9+ Years,90.9090909090909,31.311576354679804,8.333333333333332,50.97443246289303,40.27017758080073,59.72982241919927,Medium Risk
MD00512,Infusion Pump,30-01-2016,9,CardioSync,Model-350,France,2187.27,5.75,2,0,1,abnormal sound caused operational delay; inspection initiated. driver update device required inspection,False,9+ Years,72.72727272727273,16.163793103448278,0.0,6.1342200078025995,20.62143647804955,79.37856352195045,Low Risk
MD01656,CT Scanner,25-08-2020,5,ScanPro,Model-300,France,18985.26,31.9,2,4,3,Routine check completed; abnormal sound observed during diagnostics. component issue performance warning,False,3-5 Years,36.36363636363637,96.67487684729065,33.33333333333333,67.32375578228343,59.739941483371155,40.260058516628845,High Risk
MD05492,MRI Scanner,29-12-2017,8,MedEquip,Model-550,France,8266.87,8.58,2,4,2,Routine check completed; overheating observed during diagnostics. moderate delay average severity report,False,6-8 Years,63.63636363636363,24.8768472906404,33.33333333333333,28.28019709759333,35.84636633398351,64.15363366601649,Medium Risk
MD05188,MRI Scanner,24-07-2021,4,MedEquip,Model-300,Canada,7931.15,8.7,2,4,2,System performance degraded due to battery wear; mitigation via firmware update. critical failure critical malfunction,False,3-5 Years,27.27272727272727,25.24630541871921,33.33333333333333,27.057279894391712,28.43989305903956,71.56010694096044,Medium Risk
MD03665,X-Ray Machine,14-02-2015,10,ImagingTech,Model-350,UK,14577.37,7.13,1,2,2,Routine check completed; voltage spike observed during diagnostics. log cleaned system check passed,False,9+ Years,81.81818181818183,20.412561576354683,16.666666666666664,51.26726671156865,37.740858178856506,62.259141821143494,Medium Risk
MD00770,CT Scanner,14-05-2019,6,ImagingTech,Model-250,France,13684.87,7.49,3,1,2,Routine check completed; sensor misalignment observed during diagnostics. component issue component review,False,6-8 Years,45.45454545454545,21.520935960591135,8.333333333333332,48.01618365468362,27.650426610023157,72.34957338997684,Medium Risk
MD05134,Infusion Pump,11-09-2019,6,CardioSync,Model-650,France,7611.46,2.63,5,0,1,System performance degraded due to sensor misalignment; mitigation via component upgrade. sensor replaced urgent inspection needed,False,6-8 Years,45.45454545454545,6.557881773399014,0.0,25.892754692760818,16.236824561480958,83.76317543851904,Low Risk
MD00824,PET Scanner,14-03-2014,11,RescueTech,Model-500,France,19098.86,16.88,2,2,3,Component replacement after detecting abnormal sound; functionality restored. log cleaned low priority fault,False,9+ Years,90.9090909090909,50.43103448275862,16.666666666666664,67.73756310470601,51.85864114758697,48.14135885241303,High Risk
MD00930,Defibrillator,17-06-2015,10,CardioSync,Model-400,Japan,8232.23,10.6,4,5,2,Component system reset after detecting circuit failure; functionality restored. driver update average severity report,False,9+ Years,81.81818181818183,31.096059113300495,41.66666666666667,28.154015005615175,43.82325709874955,56.17674290125045,Medium Risk
MD03860,Infusion Pump,11-02-2017,8,ScanPro,Model-350,Japan,9041.73,11.86,2,1,2,System performance degraded due to sensor misalignment; mitigation via recalibration. critical failure sensor replacement,False,6-8 Years,63.63636363636363,34.97536945812808,8.333333333333332,31.10275644488512,31.940434853688174,68.05956514631183,Medium Risk
MD03033,PET Scanner,30-11-2018,7,MedEquip,Model-600,USA,783.62,2.9,4,1,1,Component recalibration after detecting sensor misalignment; functionality restored. sensor replaced critical malfunction,False,6-8 Years,54.54545454545454,7.389162561576355,8.333333333333332,1.0211861335206154,15.830076904267937,84.16992309573206,Low Risk
MD04594,CT Scanner,13-11-2014,11,RescueTech,Model-450,France,7011.0,13.26,3,2,2,Routine check completed; abnormal sound observed during diagnostics. component issue moderate delay,False,9+ Years,90.9090909090909,39.28571428571429,16.666666666666664,23.70547700946985,39.708627869426444,60.291372130573556,Medium Risk
MD01548,PET Scanner,18-04-2019,6,UltraMed,Model-350,USA,23409.89,26.88,4,6,3,Routine check completed; battery wear observed during diagnostics. sensor replaced high priority failure,False,6-8 Years,45.45454545454545,81.2192118226601,50.0,83.44122315033408,65.14491726777393,34.855082732226066,High Risk
MD04504,Defibrillator,01-10-2018,7,CardioSync,Model-500,Canada,5948.06,4.73,1,0,1,overheating caused operational delay; system reset initiated. sensor replaced system crash,False,6-8 Years,54.54545454545454,13.023399014778327,0.0,19.833537262147306,18.78281806595387,81.21718193404612,Low Risk
MD05338,Infusion Pump,10-01-2015,10,MedEquip,Model-150,France,5989.12,3.09,1,0,1,Routine check completed; sensor misalignment observed during diagnostics. data loss critical malfunction,False,9+ Years,81.81818181818183,7.974137931034483,0.0,19.983105296114474,22.752498802169608,77.24750119783039,Low Risk
MD05320,Defibrillator,27-06-2022,3,MedEquip,Model-400,Italy,25180.73,29.16,3,3,3,System performance degraded due to voltage spike; mitigation via replacement. component issue moderate delay,False,3-5 Years,18.181818181818183,88.23891625615764,25.0,89.891809055605,55.58640032433193,44.41359967566807,High Risk
MD02825,CT Scanner,23-07-2021,4,UltraMed,Model-350,Canada,2163.91,1.59,3,0,1,Component component upgrade after detecting software crash; functionality restored. critical failure sensor replacement,False,3-5 Years,27.27272727272727,3.355911330049262,0.0,6.049127234459367,7.671144300452106,92.32885569954789,Low Risk
MD01870,X-Ray Machine,21-02-2015,10,MedEquip,Model-200,Canada,7479.73,3.36,3,0,1,System performance degraded due to abnormal sound; mitigation via replacement. log cleaned minor issue,False,9+ Years,81.81818181818183,8.805418719211824,0.0,25.412905761574855,24.087843131714887,75.91215686828511,Low Risk
MD04070,PET Scanner,01-05-2017,8,UltraMed,Model-550,USA,5209.5,3.22,2,1,1,Routine check completed; voltage spike observed during diagnostics. quick fix system check passed,False,6-8 Years,63.63636363636363,8.374384236453203,8.333333333333332,17.14320683918595,21.16822936604588,78.83177063395412,Low Risk
MD02577,Defibrillator,06-08-2013,12,MedEquip,Model-500,USA,8192.67,2.56,5,1,1,circuit failure caused operational delay; software patch initiated. minor issue quick fix,False,9+ Years,100.0,6.342364532019705,8.333333333333332,28.00991097678563,30.00469155496304,69.99530844503695,Medium Risk
MD02837,PET Scanner,03-11-2018,7,ScanPro,Model-300,France,6267.43,0.93,3,1,1,Component inspection after detecting voltage spike; functionality restored. reviewed logs performance warning,False,6-8 Years,54.54545454545454,1.3238916256157638,8.333333333333332,20.99689680934884,18.005637758645406,81.9943622413546,Low Risk
MD02931,MRI Scanner,28-03-2018,7,UltraMed,Model-350,USA,4914.13,4.91,5,0,1,System performance degraded due to voltage spike; mitigation via inspection. moderate delay moderate delay,False,6-8 Years,54.54545454545454,13.577586206896552,0.0,16.067271374186365,18.19582104599715,81.80417895400285,Low Risk
MD03492,X-Ray Machine,19-06-2022,3,CardioSync,Model-100,Canada,6269.24,8.16,2,0,1,System performance degraded due to abnormal sound; mitigation via replacement. software reset system check passed,False,3-5 Years,18.181818181818183,23.583743842364534,0.0,21.003490042214903,14.912184797515977,85.08781520248402,Low Risk
MD01519,X-Ray Machine,24-07-2021,4,UltraMed,Model-300,Japan,7011.0,28.53,1,1,3,overheating caused operational delay; component upgrade initiated. data loss high priority failure,False,3-5 Years,27.27272727272727,86.29926108374384,8.333333333333332,23.70547700946985,38.58541918156258,61.41458081843742,Medium Risk
MD01108,X-Ray Machine,29-06-2015,10,RescueTech,Model-450,France,2036.29,5.55,4,2,1,System performance degraded due to sensor misalignment; mitigation via firmware update. quick fix minor issue,False,9+ Years,81.81818181818183,15.548029556650247,16.666666666666664,5.584249677350496,27.14489516610154,72.85510483389845,Medium Risk
MD04039,X-Ray Machine,13-08-2019,6,ImagingTech,Model-100,Italy,11951.53,6.01,1,1,2,Component system reset after detecting software crash; functionality restored. critical failure high priority failure,False,6-8 Years,45.45454545454545,16.964285714285715,8.333333333333332,41.70219787785326,25.020634380765458,74.97936561923454,Low Risk
MD02141,Defibrillator,26-08-2022,3,ScanPro,Model-500,France,2113.58,4.53,4,1,1,System performance degraded due to battery wear; mitigation via recalibration. component issue component review,False,3-5 Years,18.181818181818183,12.407635467980297,8.333333333333332,5.865791648741695,11.031812606506065,88.96818739349393,Low Risk
MD00845,Defibrillator,04-02-2016,9,RescueTech,Model-350,France,27327.29,23.89,2,5,3,System performance degraded due to overheating; mitigation via component upgrade. sensor replaced high priority failure,False,9+ Years,72.72727272727273,72.01354679802957,41.66666666666667,97.71101896774745,68.1917223784129,31.808277621587095,High Risk
MD03251,MRI Scanner,22-08-2019,6,CardioSync,Model-500,UK,9017.61,12.47,3,2,2,Component system reset after detecting software crash; functionality restored. moderate delay driver update applied,False,6-8 Years,45.45454545454545,36.85344827586207,16.666666666666664,31.014895242272168,31.349922622122147,68.65007737787785,Medium Risk
MD00648,CT Scanner,08-05-2013,12,ScanPro,Model-600,France,15366.28,6.61,1,1,1,Routine check completed; battery wear observed during diagnostics. critical failure sensor replacement,False,9+ Years,100.0,18.811576354679808,8.333333333333332,54.1410055736495,38.97167402113384,61.02832597886616,Medium Risk
MD05140,MRI Scanner,28-09-2023,2,ImagingTech,Model-150,Japan,2031.44,7.61,3,0,1,Component system reset after detecting abnormal sound; functionality restored. reboot failed critical failure,False,0-2 Years,9.090909090909092,21.890394088669954,0.0,5.566582727405519,9.498616590263907,90.50138340973609,Low Risk
MD04994,Infusion Pump,25-12-2017,8,RescueTech,Model-300,France,1231.85,1.51,1,1,1,Routine check completed; data lag observed during diagnostics. driver update performance warning,False,6-8 Years,63.63636363636363,3.10960591133005,8.333333333333332,2.6539401487447902,16.6909425304207,83.3090574695793,Low Risk
MD01654,CT Scanner,28-11-2017,8,CardioSync,Model-500,Italy,20733.16,27.11,1,2,3,Component software patch after detecting data lag; functionality restored. quick fix routine reset,False,6-8 Years,63.63636363636363,81.92733990147784,16.666666666666664,73.69077883564965,57.04363046484601,42.95636953515399,High Risk
MD00268,Infusion Pump,19-05-2016,9,RescueTech,Model-500,France,10515.68,12.4,5,2,2,System performance degraded due to circuit failure; mitigation via component upgrade. critical failure critical malfunction,False,9+ Years,72.72727272727273,36.63793103448276,16.666666666666664,36.47187002661699,37.83120786112277,62.16879213887723,Medium Risk
MD02894,PET Scanner,09-03-2019,6,RescueTech,Model-650,UK,10851.38,6.05,4,4,2,System performance degraded due to data lag; mitigation via component upgrade. reviewed logs non-critical warning,False,6-8 Years,45.45454545454545,17.08743842364532,33.33333333333333,37.69471437641677,31.75608349328604,68.24391650671396,Medium Risk
MD02317,PET Scanner,29-03-2021,4,MedEquip,Model-650,France,6356.81,5.99,5,0,1,data lag caused operational delay; replacement initiated. log cleaned quick fix,False,3-5 Years,27.27272727272727,16.902709359605915,0.0,21.322478662149273,14.789853994857083,85.21014600514292,Low Risk
MD02116,MRI Scanner,21-08-2023,2,RescueTech,Model-300,UK,7640.71,1.41,4,0,1,Component system reset after detecting sensor misalignment; functionality restored. driver update component review,False,0-2 Years,9.090909090909092,2.8017241379310347,0.0,25.99930279294444,7.858559618150017,92.14144038184999,Low Risk
MD05185,Defibrillator,23-08-2017,8,RescueTech,Model-100,Japan,12922.86,14.89,4,1,2,battery wear caused operational delay; inspection initiated. component issue component review,False,6-8 Years,63.63636363636363,44.304187192118235,8.333333333333332,45.24043261807078,37.56661540852235,62.43338459147765,Medium Risk
MD03298,MRI Scanner,23-10-2021,4,ScanPro,Model-400,France,3657.29,7.92,2,0,1,Routine check completed; voltage spike observed during diagnostics. log cleaned quick fix,False,3-5 Years,27.27272727272727,22.844827586206897,0.0,11.489017896073895,14.605797309622302,85.3942026903777,Low Risk
MD03902,PET Scanner,17-08-2020,5,RescueTech,Model-400,Japan,7155.41,8.32,1,1,2,System performance degraded due to overheating; mitigation via system reset. reviewed logs device required inspection,False,3-5 Years,36.36363636363637,24.076354679802957,8.333333333333332,24.23151499741917,21.841936676151995,78.15806332384801,Low Risk
MD01079,X-Ray Machine,07-11-2021,4,UltraMed,Model-500,Italy,8304.49,5.4,3,0,1,System performance degraded due to battery wear; mitigation via recalibration. moderate delay device required inspection,False,3-5 Years,27.27272727272727,15.086206896551726,0.0,28.417234346444882,15.66385439279995,84.33614560720005,Low Risk
MD04619,MRI Scanner,05-05-2014,11,CardioSync,Model-400,Canada,2066.13,1.42,5,1,1,System performance degraded due to abnormal sound; mitigation via software patch. quick fix stable condition,False,9+ Years,90.9090909090909,2.832512315270936,8.333333333333332,5.6929469528882555,22.670161266977114,77.32983873302288,Low Risk
MD01599,Infusion Pump,07-07-2020,5,RescueTech,Model-400,Japan,6235.86,6.13,4,0,1,Component system reset after detecting sensor misalignment; functionality restored. driver update moderate delay,False,3-5 Years,36.36363636363637,17.333743842364534,0.0,20.88189771455236,16.649229968347104,83.3507700316529,Low Risk
MD03837,X-Ray Machine,21-01-2019,6,CardioSync,Model-500,Canada,7701.72,12.89,5,5,2,Component inspection after detecting sensor misalignment; functionality restored. reboot failed critical failure,False,6-8 Years,45.45454545454545,38.146551724137936,41.66666666666667,26.221542095241983,38.27918302719887,61.72081697280113,Medium Risk
MD00140,PET Scanner,16-11-2016,9,MedEquip,Model-350,UK,17224.26,32.03,4,7,3,Routine check completed; voltage spike observed during diagnostics. log cleaned routine reset,False,9+ Years,72.72727272727273,97.07512315270938,58.333333333333336,60.909013750715324,73.34979424141042,26.65020575858958,High Risk
MD04461,MRI Scanner,29-04-2021,4,MedEquip,Model-100,USA,7716.49,12.5,2,2,2,overheating caused operational delay; recalibration initiated. driver update device required inspection,False,3-5 Years,27.27272727272727,36.94581280788178,16.666666666666664,26.2753443324971,26.79335816340941,73.20664183659059,Low Risk
MD04298,CT Scanner,06-06-2015,10,CardioSync,Model-100,Italy,8244.28,5.36,5,0,1,Routine check completed; sensor misalignment observed during diagnostics. reviewed logs device required inspection,False,9+ Years,81.81818181818183,14.963054187192121,0.0,28.197909180220744,26.492134455838155,73.50786554416185,Low Risk
MD03584,MRI Scanner,31-10-2017,8,RescueTech,Model-400,UK,7895.71,0.99,2,0,1,Component component upgrade after detecting circuit failure; functionality restored. log cleaned routine reset,False,6-8 Years,63.63636363636363,1.5086206896551724,0.0,26.928183666340168,18.56549566743731,81.43450433256268,Low Risk
MD03319,Infusion Pump,25-09-2019,6,UltraMed,Model-600,Italy,7791.24,1.74,4,1,1,Routine check completed; battery wear observed during diagnostics. critical failure emergency shutdown,False,6-8 Years,45.45454545454545,3.8177339901477834,8.333333333333332,26.547633921855258,18.04575607232448,81.95424392767552,Low Risk
MD01319,PET Scanner,10-08-2021,4,UltraMed,Model-200,Japan,27595.7,30.72,5,2,3,System performance degraded due to circuit failure; mitigation via firmware update. reviewed logs performance warning,False,3-5 Years,27.27272727272727,93.04187192118228,16.666666666666664,98.6887480470735,58.104856640314836,41.895143359685164,High Risk
MD00346,Infusion Pump,06-11-2016,9,MedEquip,Model-300,Canada,12631.34,13.15,2,3,2,System performance degraded due to data lag; mitigation via component upgrade. moderate delay driver update applied,False,9+ Years,72.72727272727273,38.947044334975374,25.0,44.17852143292442,42.565272132532044,57.434727867467956,Medium Risk
MD02248,Defibrillator,03-08-2016,9,MedEquip,Model-350,Canada,24941.36,25.03,3,3,3,sensor misalignment caused operational delay; recalibration initiated. component issue non-critical warning,False,9+ Years,72.72727272727273,75.52339901477833,25.0,89.0198631157433,62.50644687303671,37.49355312696329,High Risk
MD00069,MRI Scanner,30-11-2013,12,ScanPro,Model-550,USA,27795.15,17.22,3,6,3,Component software patch after detecting voltage spike; functionality restored. driver update component review,False,9+ Years,100.0,51.47783251231527,50.0,99.41527859687264,70.3264054730691,29.6735945269309,High Risk
MD03266,X-Ray Machine,03-01-2018,7,ScanPro,Model-200,Canada,6901.43,1.33,1,0,1,Component replacement after detecting voltage spike; functionality restored. minor issue quick fix,False,6-8 Years,54.54545454545454,2.555418719211823,0.0,23.30634964751703,16.336986454357863,83.66301354564214,Low Risk
MD00025,Defibrillator,14-04-2014,11,CardioSync,Model-350,Japan,11326.75,8.3,1,2,2,sensor misalignment caused operational delay; firmware update initiated. reviewed logs performance warning,False,9+ Years,90.9090909090909,24.014778325123157,16.666666666666664,39.42633045793099,38.27151777094133,61.72848222905867,Medium Risk
MD05219,X-Ray Machine,16-10-2018,7,RescueTech,Model-550,Italy,8968.72,7.99,5,0,1,Routine check completed; battery wear observed during diagnostics. data loss sensor replacement,False,6-8 Years,54.54545454545454,23.06034482758621,0.0,30.836805101486608,23.994555377664092,76.00544462233592,Low Risk
MD03198,Defibrillator,24-01-2017,8,CardioSync,Model-400,UK,551.43,5.12,2,0,1,System performance degraded due to overheating; mitigation via system reset. reboot failed system crash,False,6-8 Years,63.63636363636363,14.224137931034484,0.0,0.17539456491766284,17.029593019566605,82.9704069804334,Low Risk
MD02226,X-Ray Machine,02-11-2018,7,MedEquip,Model-600,UK,12232.42,15.11,3,4,3,System performance degraded due to battery wear; mitigation via recalibration. critical failure critical malfunction,False,6-8 Years,54.54545454545454,44.981527093596064,33.33333333333333,42.72538747992433,42.948626533154595,57.051373466845405,Medium Risk
MD01165,Infusion Pump,29-11-2020,5,CardioSync,Model-500,USA,3541.88,4.67,4,5,2,data lag caused operational delay; component upgrade initiated. moderate delay moderate delay,False,3-5 Years,36.36363636363637,12.838669950738918,41.66666666666667,11.068617340785266,25.838051726106006,74.161948273894,Low Risk
MD00141,X-Ray Machine,13-03-2019,6,ImagingTech,Model-450,Canada,1096.37,1.89,2,2,1,System performance degraded due to voltage spike; mitigation via system reset. reviewed logs non-critical warning,False,6-8 Years,45.45454545454545,4.279556650246306,16.666666666666664,2.1604312047147802,15.80686232692594,84.19313767307406,Low Risk
MD03535,PET Scanner,08-04-2023,2,ScanPro,Model-550,Japan,3972.08,6.17,2,1,1,Routine check completed; software crash observed during diagnostics. sensor replaced hardware fault,False,0-2 Years,9.090909090909092,17.45689655172414,8.333333333333332,12.635694014255225,12.082389586550104,87.91761041344989,Low Risk
MD04067,Defibrillator,02-03-2016,9,RescueTech,Model-300,Canada,26003.04,30.13,4,3,3,Routine check completed; voltage spike observed during diagnostics. moderate delay non-critical warning,False,9+ Years,72.72727272727273,91.22536945812809,25.0,92.88721309875024,67.99050800264301,32.00949199735699,High Risk
MD05461,Defibrillator,09-08-2023,2,RescueTech,Model-450,Japan,14257.77,7.48,5,1,1,System performance degraded due to software crash; mitigation via recalibration. moderate delay moderate delay,False,0-2 Years,9.090909090909092,21.490147783251235,8.333333333333332,50.10306935024601,20.78584002320639,79.21415997679361,Low Risk
MD01829,MRI Scanner,21-06-2014,11,ImagingTech,Model-400,UK,12884.6,10.61,5,2,3,Component inspection after detecting voltage spike; functionality restored. minor issue minor issue,False,9+ Years,90.9090909090909,31.1268472906404,16.666666666666664,45.1010640603605,41.540085181082404,58.459914818917596,Medium Risk
MD02572,Infusion Pump,07-03-2017,8,RescueTech,Model-150,UK,16606.47,30.84,4,5,3,voltage spike caused operational delay; system reset initiated. critical failure critical failure,False,6-8 Years,63.63636363636363,93.41133004926108,41.66666666666667,58.658608594734375,64.98239346099793,35.017606539002074,High Risk
MD05019,CT Scanner,02-03-2023,2,MedEquip,Model-250,USA,6384.23,1.58,3,0,1,battery wear caused operational delay; replacement initiated. critical failure sensor replacement,False,0-2 Years,9.090909090909092,3.3251231527093603,0.0,21.422360676064997,7.100190899207626,92.89980910079237,Low Risk
MD02060,Infusion Pump,04-04-2021,4,MedEquip,Model-350,Italy,8447.22,4.92,2,1,1,Component recalibration after detecting overheating; functionality restored. moderate delay driver update applied,False,3-5 Years,27.27272727272727,13.608374384236456,8.333333333333332,28.937152648640062,17.824488299544406,82.17551170045559,Low Risk
MD00841,PET Scanner,05-06-2020,5,RescueTech,Model-150,Italy,3072.81,7.52,1,1,1,System performance degraded due to sensor misalignment; mitigation via software patch. quick fix log file cleared,False,3-5 Years,36.36363636363637,21.613300492610836,8.333333333333332,9.359950080849062,18.128707436680337,81.87129256331966,Low Risk
MD04465,X-Ray Machine,08-05-2018,7,MedEquip,Model-600,Japan,5015.97,6.55,2,0,1,Component system reset after detecting battery wear; functionality restored. moderate delay average severity report,False,6-8 Years,54.54545454545454,18.626847290640395,0.0,16.438240896329976,19.784793275549024,80.21520672445098,Low Risk
MD03975,CT Scanner,04-06-2013,12,ImagingTech,Model-500,Japan,2578.69,5.73,2,1,1,Routine check completed; battery wear observed during diagnostics. log cleaned stable condition,False,9+ Years,100.0,16.102216748768473,8.333333333333332,7.560033935114574,28.842671811653457,71.15732818834654,Medium Risk
MD01213,CT Scanner,08-05-2014,11,UltraMed,Model-600,France,6103.14,13.39,2,2,2,Routine check completed; sensor misalignment observed during diagnostics. log cleaned minor issue,False,9+ Years,90.9090909090909,39.68596059113301,16.666666666666664,20.398442539975576,39.1672948671532,60.8327051328468,Medium Risk
